Stagione;Calciatore;Squadra;Età;Partite Giocate;Minuti Giocati;Reti;Assist;Reti Non Su Rigore;Rigori Tirati;Ammonizioni;Espulsioni;Ruolo?
2024-25;Erling Jesus;Sheffield United;38;4;316;1;0;1;0;6;0;Dif
2024-25;Ederson Rashford;West Ham;27;11;913;6;9;6;0;9;0;Att
2024-25;Richarlison Grealish;Aston Villa;36;38;2356;2;0;2;0;3;0;Dif
2024-25;Bruno Haaland;Arsenal;29;27;2079;6;5;6;0;8;0;Dif
2024-25;Jordan Walker;Aston Villa;40;14;1274;7;4;7;0;2;0;Dif
2024-25;Ederson Becker;Brighton;23;5;410;13;0;13;0;12;0;Att
2024-25;Jack Heung-min;Brentford;40;11;781;5;3;5;0;4;0;Dif
2024-25;Alisson Rice;Brentford;28;8;736;3;6;3;0;12;0;Dif
2024-25;Harry Becker;Liverpool;20;14;1036;7;0;7;0;1;0;Cen
2024-25;Richarlison Henderson;Liverpool;27;24;1536;7;4;7;0;5;0;Dif
2024-25;Erling Salah;Luton Town;25;15;1410;6;3;6;0;7;0;Dif
2024-25;Marcus Dias;Newcastle;23;28;2240;5;5;5;0;12;0;Dif
2024-25;Jack Henderson;Brighton;34;10;720;0;9;0;0;0;0;Cen
2024-25;Bruno White;Chelsea;35;20;1860;4;0;4;0;5;0;Dif
2024-25;Raheem Haaland;Burnley;24;5;380;0;3;0;0;11;0;Dif
2024-25;Ruben Becker;Everton;31;1;79;9;7;9;0;6;0;Att
2024-25;Martin Rice;Southampton;22;24;1776;3;13;3;0;2;0;Att
2024-25;Ederson Walker;Brentford;36;30;1980;5;1;5;0;11;0;Cen
2024-25;James Sterling;Watford;27;18;1134;13;0;13;0;4;0;Cen
2024-25;Alisson Salah;Leeds;40;5;310;8;12;8;0;4;0;Cen
2024-25;Son Dias;Brentford;34;4;252;29;15;25;4;10;0;Att
2024-25;Mohamed Foden;Southampton;35;14;1288;5;1;5;0;9;0;Dif
2024-25;Bruno Rice;Brighton;22;3;246;9;3;9;0;8;0;Cen
2024-25;Ben Becker;West Ham;35;21;1323;7;7;7;0;5;0;Cen
2024-25;Emiliano Sterling;Wolverhampton;30;17;1275;6;6;6;0;4;0;Dif
2024-25;Ruben Alexander-Arnold;Liverpool;18;2;182;30;14;30;0;12;0;Att
2024-25;Bukayo Walker;West Ham;40;14;1022;0;0;0;0;11;0;Por
2024-25;Mohamed Haaland;Manchester City;31;10;620;19;10;16;3;6;0;Att
2024-25;Trent Grealish;Crystal Palace;17;36;3024;10;2;10;0;5;0;Cen
2024-25;Bruno Odegaard;Wolverhampton;28;19;1368;10;10;10;2;9;0;Cen
2024-25;Kevin Alexander-Arnold;Crystal Palace;35;0;0;5;1;5;0;0;0;Dif
2024-25;Ederson Grealish;Fulham;17;17;1105;22;15;22;0;2;0;Att
2024-25;Harry Mount;Watford;26;13;1118;1;5;1;0;10;0;Dif
2024-25;Alisson Sterling;Newcastle;19;25;2375;14;6;14;0;5;0;Cen
2024-25;Virgil Moraes;Fulham;40;35;3045;5;10;5;0;10;0;Cen
2024-25;Martin van Dijk;Bournemouth;23;6;510;4;5;4;0;3;0;Dif
2024-25;Ben Jesus;Sheffield United;26;26;2314;19;0;18;1;8;0;Att
2024-25;Trent Grealish;Wolverhampton;38;37;3404;14;7;13;0;8;0;Cen
2024-25;Martin Dias;Luton Town;27;21;1260;6;2;6;0;5;0;Dif
2024-25;John Becker;Brentford;26;17;1479;0;3;0;0;6;0;Att
2024-25;Phil Gordon;Bournemouth;35;14;1288;0;0;0;0;3;0;Por
2024-25;Ben Maddison;Brighton;29;15;1005;0;0;0;0;7;0;Por
2024-25;Bukayo Becker;Brighton;24;11;737;0;1;0;0;12;0;Dif
2024-25;Ederson Walker;Arsenal;25;4;272;5;5;5;0;11;0;Cen
2024-25;Mason Rashford;Manchester City;35;10;930;13;11;13;0;3;0;Cen
2024-25;Jadon Rice;Everton;26;23;2047;0;0;0;0;9;0;Por
2024-25;Erling Maddison;Aston Villa;32;3;234;0;0;0;0;4;0;Por
2024-25;Son White;Leicester;37;32;2720;4;0;4;0;11;0;Dif
2024-25;James Shaw;Watford;27;21;1974;11;7;10;0;12;0;Cen
2024-25;Virgil Moraes;Manchester City;29;5;380;5;2;5;0;5;0;Dif
2024-25;Marcus Dias;Wolverhampton;24;24;1944;0;0;0;0;8;0;Por
2024-25;Son Becker;Aston Villa;23;2;168;12;6;10;0;0;0;Cen
2024-25;Phil Anderson;Everton;20;34;2074;2;13;0;3;4;0;Att
2024-25;Kevin Odegaard;Aston Villa;40;8;744;4;6;4;0;8;0;Dif
2024-25;Ederson White;Arsenal;35;26;1742;0;5;0;0;3;0;Dif
2024-25;Luke Alexander-Arnold;Sheffield United;17;25;2300;0;9;0;0;9;0;Att
2024-25;Virgil Gordon;Aston Villa;22;26;2418;6;3;6;0;9;0;Dif
2024-25;Son Martinez;Sheffield United;34;12;756;14;3;13;1;4;0;Att
2024-25;Ederson Anderson;Bournemouth;17;30;2190;18;14;18;0;10;0;Att
2024-25;Jack Grealish;Fulham;18;23;1426;2;0;2;0;5;0;Dif
2024-25;Jack Moraes;Southampton;38;24;1752;12;0;12;2;5;0;Cen
2024-25;Ederson Grealish;Leicester;24;6;444;31;14;31;0;9;0;Att
2024-25;Jadon Haaland;West Ham;32;7;525;14;0;14;0;4;0;Cen
2024-25;Emiliano Jesus;Nottingham Forest;17;11;880;0;8;0;1;12;0;Cen
2024-25;Ben Martinez;Watford;31;22;1870;4;7;4;0;4;0;Cen
2024-25;Declan Odegaard;Crystal Palace;27;7;427;12;13;12;0;10;0;Att
2024-25;Kyle Henderson;Sheffield United;35;35;2695;5;5;5;0;10;0;Cen
2024-25;Declan Odegaard;Crystal Palace;26;12;888;8;4;8;0;12;0;Att
2024-25;Jack Gordon;Newcastle;24;10;900;5;2;5;0;0;0;Dif
2024-25;Jordan Mount;Southampton;28;19;1273;2;4;2;0;3;0;Dif
2024-25;Jadon Kane;Arsenal;35;3;264;15;12;15;0;4;0;Att
2024-25;Emiliano Walker;Brighton;21;4;376;14;12;14;1;8;0;Cen
2024-25;Declan De Bruyne;Arsenal;38;6;360;12;9;11;1;10;0;Att
2024-25;Virgil Odegaard;Burnley;33;30;2310;3;4;3;0;1;0;Dif
2024-25;Ben Sancho;Arsenal;33;22;1342;21;14;21;0;7;0;Att
2024-25;Gabriel Henderson;Brighton;24;31;2232;30;6;29;1;7;1;Att
2024-25;Anthony Saka;Leicester;33;25;1500;3;2;3;0;12;0;Dif
2024-25;Alisson Rice;Burnley;25;36;3312;17;2;17;0;10;0;Att
2024-25;Jack Foden;Nottingham Forest;18;9;720;6;6;6;0;4;0;Dif
2024-25;Erling White;Crystal Palace;40;33;2805;6;3;6;0;7;0;Dif
2024-25;Jack Sterling;Wolverhampton;17;7;567;0;6;0;0;11;1;Cen
2024-25;Son Alexander-Arnold;Leicester;33;6;414;17;10;16;1;10;0;Att
2024-25;Erling Salah;Arsenal;27;21;1974;5;6;5;0;6;0;Cen
2024-25;Alisson Shaw;Southampton;28;25;1625;1;1;1;0;5;0;Att
2024-25;Raheem Rice;Wolverhampton;27;31;2666;0;0;0;0;12;0;Por
2024-25;Luke Mount;Brentford;31;4;240;15;9;15;0;12;0;Cen
2024-25;Erling Shaw;Everton;40;14;1190;4;12;4;0;0;0;Att
2024-25;James Anderson;Liverpool;21;15;1050;17;2;16;1;5;0;Att
2024-25;Phil Anderson;Chelsea;24;6;450;7;6;7;0;12;0;Dif
2024-25;Jadon White;Bournemouth;38;10;950;5;9;5;0;5;0;Cen
2024-25;Jadon Mount;Bournemouth;39;10;710;3;1;3;0;0;0;Cen
2024-25;Ederson Walker;Watford;36;12;1056;6;6;6;0;0;0;Att
2024-25;Declan Anderson;West Ham;29;22;1936;0;9;0;0;9;0;Cen
2024-25;Mason Foden;Crystal Palace;29;16;1264;1;3;1;0;12;0;Dif
2024-25;Ederson Maddison;Brentford;36;28;2016;28;10;27;1;2;0;Att
2024-25;Gabriel Gordon;Fulham;19;19;1235;15;12;15;0;2;1;Cen
2024-25;Phil van Dijk;Nottingham Forest;29;14;1092;0;1;0;0;3;0;Por
2024-25;Marcus Saka;Liverpool;18;0;0;0;2;-2;0;4;0;Cen
2024-25;Martin Grealish;Nottingham Forest;18;19;1653;16;13;16;0;5;0;Att
2024-25;Jack Fernandes;Burnley;27;36;3168;10;15;10;0;11;0;Att
2024-25;Jack Martinez;Manchester City;25;31;2077;15;6;14;0;7;2;Cen
2024-25;Alisson Fernandes;Liverpool;21;32;2528;1;6;1;0;7;0;Dif
2024-25;Richarlison Jesus;West Ham;35;0;0;13;11;13;0;7;0;Cen
2024-25;Erling Foden;Sheffield United;22;33;2343;4;1;4;0;12;0;Cen
2024-25;Marcus Rashford;Leicester;22;16;1424;3;0;3;0;6;0;Dif
2024-25;Gabriel Alexander-Arnold;Chelsea;23;10;770;0;1;0;0;11;0;Por
2024-25;James Kane;Liverpool;38;10;950;2;3;2;0;2;0;Dif
2024-25;Emiliano Martinez;Arsenal;29;23;1518;5;1;5;0;7;0;Dif
2024-25;Harry Saka;Liverpool;20;25;2000;7;7;4;3;5;0;Att
2024-25;Ruben Shaw;Manchester United;31;13;1066;2;1;2;0;9;0;Att
2024-25;Jadon Martinez;Arsenal;27;27;1782;1;6;1;2;5;0;Cen
2024-25;Jadon Kane;Fulham;24;12;1092;19;12;19;0;8;0;Att
2024-25;Bruno De Bruyne;Wolverhampton;21;31;2728;13;8;13;0;3;0;Cen
2024-25;Mason Maddison;Watford;26;27;1620;12;4;12;0;6;0;Cen
2024-25;Bukayo Dias;Wolverhampton;26;12;1092;10;5;10;0;7;0;Cen
2024-25;Virgil Maddison;Crystal Palace;32;0;0;2;2;2;0;5;0;Dif
2024-25;Mason Walker;Nottingham Forest;18;15;915;6;2;6;0;6;0;Cen
2024-25;Harry De Bruyne;West Ham;36;26;2184;3;2;2;1;6;0;Att
2024-25;Virgil Gordon;Sheffield United;19;19;1520;5;3;5;0;10;0;Dif
2024-25;Mohamed Becker;Leicester;39;21;1617;28;8;28;0;4;0;Att
2024-25;Bukayo Rashford;Leicester;35;9;630;11;11;11;0;3;0;Cen
2024-25;Declan Fernandes;Watford;26;24;1968;8;4;8;0;6;0;Cen
2024-25;Ruben Henderson;Arsenal;30;12;1128;13;11;13;1;9;0;Cen
2024-25;Harry Stones;Chelsea;34;22;2090;1;1;1;0;2;0;Dif
2024-25;Mohamed Grealish;Manchester United;33;5;430;6;2;6;0;4;0;Dif
2024-25;Marcus Foden;Newcastle;26;22;1694;21;4;21;0;3;0;Att
2024-25;Declan Maddison;Luton Town;26;25;1675;11;0;10;0;8;0;Cen
2024-25;Kyle Shaw;Chelsea;25;33;2442;8;12;7;1;11;0;Cen
2024-25;John Moraes;Southampton;18;18;1260;0;0;0;0;3;1;Dif
2024-25;Son Jesus;Brentford;25;25;1575;22;13;22;0;12;0;Att
2024-25;Richarlison Becker;Bournemouth;26;3;270;20;14;17;3;2;0;Att
2024-25;Bukayo Alexander-Arnold;Newcastle;24;34;2074;1;2;1;0;6;0;Dif
2024-25;Ederson Salah;Everton;20;13;1040;30;11;29;1;1;0;Att
2024-25;Harry Stones;Sheffield United;36;37;2590;0;8;0;0;9;0;Cen
2024-25;Mohamed Jesus;Luton Town;34;20;1300;6;4;6;0;1;0;Dif
2024-25;Ben Martinez;Manchester United;35;13;1092;24;7;20;4;9;0;Att
2024-25;Anthony Rice;Brentford;32;38;3192;2;1;2;0;9;0;Dif
2024-25;Gabriel Dias;Newcastle;39;17;1122;6;3;6;0;1;0;Dif
2024-25;Mason Rice;Crystal Palace;18;20;1420;7;4;7;0;11;0;Cen
2024-25;Ben White;Manchester City;40;26;2366;1;3;1;0;8;0;Dif
2024-25;Raheem Haaland;Fulham;35;2;174;2;6;2;0;3;0;Dif
2024-25;Kevin Rice;Nottingham Forest;40;24;1656;9;3;9;0;10;0;Cen
2024-25;Son Rice;Leicester;39;35;2975;0;12;0;0;10;0;Cen
2024-25;Bukayo Salah;Sheffield United;32;5;425;10;3;10;1;8;0;Cen
2024-25;Ruben Haaland;Watford;25;35;2940;8;1;8;0;10;0;Cen
2024-25;Anthony Rice;Chelsea;24;13;884;6;4;6;0;2;0;Dif
2024-25;Richarlison Moraes;Nottingham Forest;23;15;945;2;6;2;0;6;0;Dif
2024-25;Bukayo Moraes;Burnley;36;20;1300;11;2;11;0;4;0;Cen
2024-25;Martin Martinez;Liverpool;22;34;2482;7;11;7;0;0;0;Cen
2024-25;Martin Anderson;Everton;36;32;2016;4;2;4;0;0;0;Att
2024-25;Raheem Haaland;Brentford;36;5;380;1;1;1;1;6;0;Dif
2024-25;Mohamed Saka;Nottingham Forest;40;19;1463;12;9;12;0;3;0;Cen
2024-25;James Rashford;Fulham;24;5;305;15;7;15;0;10;0;Cen
2024-25;Ruben Grealish;Sheffield United;23;15;1140;4;11;4;0;5;0;Att
2024-25;Gabriel Rashford;Bournemouth;20;23;2001;19;10;18;1;4;0;Att
2024-25;Kevin Kane;Leeds;28;15;1410;17;5;13;4;0;0;Att
2024-25;Alisson Anderson;Wolverhampton;21;13;1001;2;6;2;0;7;0;Dif
2024-25;Richarlison Saka;Chelsea;29;8;760;9;3;9;0;3;0;Cen
2024-25;Declan Mount;Sheffield United;32;7;574;22;6;19;3;5;0;Att
2024-25;Bukayo Shaw;Newcastle;34;28;1820;11;3;9;1;10;0;Cen
2024-25;Emiliano van Dijk;Chelsea;17;37;2812;4;1;4;0;8;0;Dif
2024-25;John Shaw;Fulham;28;6;468;5;2;5;0;6;0;Dif
2024-25;Phil Henderson;West Ham;38;11;935;15;4;14;1;10;0;Att
2024-25;Emiliano Saka;Luton Town;25;20;1500;12;9;12;0;12;0;Cen
2024-25;James Salah;Southampton;34;19;1254;4;4;4;0;2;0;Dif
2024-25;Bukayo White;Arsenal;20;23;1449;7;11;7;0;9;0;Cen
2024-25;Gabriel Mount;Leicester;29;3;258;9;6;9;0;5;0;Cen
2024-25;Jadon Maddison;Manchester United;23;8;568;7;2;7;0;0;0;Dif
2024-25;Gabriel Henderson;Burnley;34;38;3382;20;1;20;0;4;0;Att
2024-25;Marcus Saka;Fulham;32;23;2024;24;4;23;1;9;0;Att
2024-25;Luke Rashford;Newcastle;22;0;0;6;9;6;0;8;0;Cen
2024-25;Ben Haaland;Chelsea;22;5;465;3;0;3;0;4;0;Dif
2024-25;Mohamed Becker;Crystal Palace;29;9;855;3;5;3;0;11;0;Dif
2024-25;Phil Stones;Fulham;26;34;2618;4;3;4;0;7;0;Dif
2024-25;Bukayo Heung-min;Sheffield United;23;37;2590;14;3;14;0;11;0;Cen
2024-25;Emiliano Becker;Aston Villa;36;36;3240;12;5;12;0;3;0;Cen
2024-25;Phil Becker;Manchester United;40;13;1222;10;11;10;0;4;0;Cen
2024-25;Marcus Martinez;Southampton;30;4;380;7;1;7;0;6;0;Dif
2024-25;Raheem Rice;Tottenham;20;33;2508;5;1;5;0;2;0;Dif
2024-25;Ben Foden;Wolverhampton;23;4;320;4;6;4;0;0;0;Dif
2024-25;Bukayo Martinez;Manchester United;23;5;410;5;13;4;1;0;0;Att
2024-25;Ruben Jesus;Fulham;30;23;1564;7;2;7;0;7;0;Dif
2024-25;Virgil Sterling;Watford;28;21;1785;27;15;27;0;9;0;Att
2024-25;Kyle Rice;Manchester City;21;6;540;5;3;5;0;12;0;Dif
2024-25;Mason Jesus;Crystal Palace;34;2;122;4;6;4;0;3;0;Cen
2024-25;Jordan Shaw;Luton Town;21;22;1628;4;1;4;0;1;0;Dif
2024-25;Virgil Shaw;Sheffield United;36;5;395;2;4;2;0;7;1;Att
2024-25;Phil Foden;Sheffield United;33;22;1694;5;5;5;0;3;0;Cen
2024-25;Ben Dias;Tottenham;40;15;1095;1;4;1;0;12;0;Cen
2024-25;Jadon Moraes;Nottingham Forest;34;26;2028;18;5;17;1;10;0;Att
2024-25;Bukayo Maddison;Luton Town;34;13;1157;10;11;9;0;4;0;Cen
2024-25;Erling Walker;Crystal Palace;33;37;3071;3;1;3;0;3;0;Dif
2024-25;Trent Anderson;Newcastle;24;10;620;25;2;25;0;11;0;Att
2024-25;Richarlison Henderson;West Ham;25;32;2464;7;2;7;0;4;0;Dif
2024-25;Gabriel van Dijk;Brighton;25;16;1168;21;1;21;0;9;0;Att
2024-25;Raheem Odegaard;Aston Villa;25;36;2304;6;3;6;0;9;0;Dif
2024-25;Ederson Salah;Tottenham;23;19;1767;2;12;2;0;2;0;Cen
2024-25;Marcus Saka;Sheffield United;37;28;2324;5;4;5;0;12;0;Dif
2024-25;Jordan Rice;Newcastle;21;2;126;2;10;2;0;7;0;Cen
2024-25;Bruno Sancho;Chelsea;32;5;470;13;11;13;0;7;0;Cen
2024-25;Bruno Maddison;Brighton;32;13;858;5;12;4;0;12;1;Cen
2024-25;Ruben Henderson;Liverpool;25;7;448;2;4;2;0;11;0;Dif
2024-25;James Maddison;Watford;22;21;1701;2;2;2;0;8;0;Dif
2024-25;Kyle Stones;Arsenal;21;14;1330;2;11;0;2;6;0;Att
2024-25;Ederson Gordon;Manchester City;28;1;94;0;0;0;0;7;0;Por
2024-25;Ben White;Wolverhampton;18;35;3220;8;9;8;0;0;0;Cen
2024-25;Son Anderson;Wolverhampton;17;5;310;3;4;3;0;5;0;Dif
2024-25;Kevin Sterling;Brentford;27;3;222;0;0;0;0;7;0;Por
2024-25;Jadon Maddison;Watford;39;2;138;15;5;15;0;0;0;Att
2024-25;Declan Rashford;Brighton;39;27;2133;2;11;1;0;5;0;Cen
2024-25;Bukayo Dias;Leicester;33;13;1144;7;12;7;0;10;0;Cen
2024-25;James van Dijk;Wolverhampton;35;33;2607;3;3;3;0;5;0;Dif
2024-25;Jordan White;Arsenal;37;27;2052;0;4;0;0;9;0;Dif
2024-25;James Sancho;West Ham;27;28;2044;13;0;13;0;12;0;Cen
2024-25;Emiliano Henderson;Wolverhampton;32;22;1958;5;15;4;1;3;0;Att
2024-25;Jadon Odegaard;Luton Town;38;21;1281;5;3;4;0;5;0;Cen
2024-25;Jadon Jesus;Luton Town;34;16;1344;4;9;2;2;12;0;Att
2024-25;Jack Foden;Manchester City;33;19;1482;1;12;1;0;12;0;Cen
2024-25;Richarlison Salah;Crystal Palace;35;0;0;2;15;2;0;7;0;Att
2024-25;Mohamed Alexander-Arnold;Everton;24;31;2015;15;13;15;0;12;0;Att
2024-25;Virgil Jesus;Burnley;40;18;1296;2;4;2;0;2;0;Cen
2024-25;Alisson Grealish;Newcastle;30;27;2187;24;13;23;1;12;0;Att
2024-25;Phil Dias;Bournemouth;17;10;820;4;2;4;0;3;0;Dif
2024-25;Martin Saka;Southampton;25;29;2059;6;3;6;0;5;0;Dif
2024-25;Alisson Rice;Leeds;19;12;792;1;1;1;0;0;0;Dif
2024-25;Ben Saka;Everton;35;2;190;3;12;3;0;6;0;Cen
2024-25;Anthony Maddison;Crystal Palace;24;8;528;7;12;7;1;2;0;Cen
2024-25;Ruben Maddison;Aston Villa;26;22;2024;14;7;13;0;1;0;Cen
2024-25;Kevin Salah;Everton;30;12;756;1;4;1;0;2;0;Cen
2024-25;Trent Heung-min;Brentford;30;29;2581;12;0;12;1;0;0;Cen
2024-25;Raheem Anderson;Nottingham Forest;37;3;204;4;13;4;0;5;0;Att
2024-25;Luke Anderson;West Ham;17;13;910;1;0;1;0;1;0;Cen
2024-25;Martin Walker;Luton Town;30;1;80;22;5;21;1;9;0;Att
2024-25;Ederson van Dijk;Aston Villa;39;37;2849;5;4;5;0;9;0;Cen
2024-25;Jadon Alexander-Arnold;Manchester City;38;11;715;0;0;0;0;3;0;Por
2024-25;Jack Jesus;Leicester;17;34;2856;11;7;11;0;3;0;Cen
2024-25;Richarlison Rice;Bournemouth;38;28;2184;6;0;6;0;5;0;Dif
2024-25;Erling van Dijk;Leicester;20;22;1386;7;5;7;1;12;0;Dif
2024-25;Ruben Grealish;Manchester United;25;4;332;8;9;8;0;8;0;Cen
2024-25;Bruno Stones;Arsenal;21;31;2232;0;0;0;0;8;0;Por
2024-25;Trent van Dijk;Fulham;39;20;1360;13;7;12;0;12;0;Cen
2024-25;Raheem Walker;Leicester;40;33;2607;10;1;10;0;12;0;Cen
2024-25;Ederson Fernandes;Watford;19;16;1008;4;8;4;0;3;0;Cen
2024-25;Alisson Walker;Everton;40;7;427;9;10;8;0;12;0;Cen
2024-25;Jadon Rice;Manchester United;20;12;972;5;2;5;0;2;0;Cen
2024-25;Gabriel Martinez;Nottingham Forest;18;21;1428;17;9;15;2;11;0;Att
2024-25;Mason Alexander-Arnold;Burnley;33;6;540;3;6;3;0;4;0;Cen
2024-25;Phil Fernandes;Sheffield United;22;22;1738;5;6;5;0;8;0;Dif
2024-25;Son Dias;Watford;19;14;1176;1;4;1;0;5;0;Dif
2024-25;Mason Maddison;Everton;27;4;256;10;7;9;1;0;0;Att
2024-25;Emiliano Kane;Sheffield United;40;25;2275;32;6;32;0;6;0;Att
2024-25;Erling Fernandes;Brighton;27;11;770;3;1;2;1;10;0;Att
2024-25;Phil Maddison;Everton;30;10;740;0;0;0;0;7;0;Por
2024-25;Bruno Foden;Arsenal;17;16;1184;0;4;0;0;8;0;Cen
2024-25;Ben Sterling;Arsenal;38;26;2210;1;3;1;0;10;0;Dif
2024-25;Marcus Odegaard;Bournemouth;27;24;1584;7;6;7;0;1;0;Dif
2024-25;Ruben Odegaard;Leicester;21;26;1872;14;7;14;0;2;0;Cen
2024-25;Ruben Sancho;Brentford;22;16;1296;4;0;4;0;0;0;Dif
2024-25;John Heung-min;West Ham;17;30;2520;6;4;6;0;0;0;Dif
2024-25;Luke Alexander-Arnold;Tottenham;35;5;355;0;4;0;0;4;0;Dif
2024-25;Erling Alexander-Arnold;Tottenham;37;19;1482;6;3;6;0;5;0;Dif
2024-25;Trent Odegaard;Luton Town;32;13;1157;14;4;14;0;0;0;Att
2024-25;Son Odegaard;Luton Town;31;27;2322;6;7;6;0;8;0;Att
2024-25;Ruben Sancho;Brighton;33;3;228;2;2;2;0;2;0;Att
2024-25;Harry Sancho;Burnley;40;19;1349;1;5;1;0;6;0;Dif
2024-25;Raheem Martinez;Bournemouth;26;10;890;0;2;0;0;9;0;Cen
2024-25;Ruben Mount;Manchester City;34;7;455;14;5;14;0;7;0;Cen
2024-25;Declan Henderson;Everton;34;13;1014;6;12;6;0;1;0;Cen
2024-25;Harry Dias;Tottenham;25;10;670;23;15;21;2;12;0;Att
2024-25;Kevin van Dijk;Manchester United;30;0;0;2;5;2;0;3;0;Cen
2024-25;Richarlison Grealish;Tottenham;22;17;1054;6;7;6;0;10;0;Att
2024-25;Luke Walker;Tottenham;24;38;3268;0;1;0;3;4;0;Cen
2024-25;Ruben Rice;Newcastle;34;33;2838;32;5;32;0;1;0;Att
2024-25;Luke Fernandes;Sheffield United;35;18;1206;0;0;0;0;0;0;Por
2024-25;Marcus Saka;Manchester City;28;28;2548;0;14;0;0;5;0;Att
2024-25;Jadon Mount;Aston Villa;22;26;2184;0;0;0;0;4;0;Por
2024-25;Declan Henderson;Southampton;27;29;2059;24;0;24;0;1;0;Att
2024-25;Luke De Bruyne;Leeds;26;28;2016;1;0;1;0;2;0;Dif
2024-25;Kyle Salah;Luton Town;17;9;810;11;1;11;0;11;0;Cen
2024-25;Son De Bruyne;Burnley;38;17;1088;1;8;1;0;0;0;Att
2024-25;Alisson Anderson;Aston Villa;26;9;594;0;0;0;0;4;0;Por
2024-25;Jack Becker;Wolverhampton;25;11;1045;5;6;5;0;9;0;Dif
2024-25;Kevin Grealish;Nottingham Forest;29;6;462;0;0;0;0;0;0;Por
2024-25;Richarlison De Bruyne;Watford;18;31;2914;13;9;13;0;8;0;Cen
2024-25;Marcus Fernandes;Brighton;28;2;142;2;6;2;0;11;0;Dif
2024-25;Richarlison Sancho;Bournemouth;20;27;1998;6;3;6;0;0;0;Dif
2024-25;Kevin Alexander-Arnold;Aston Villa;23;21;1428;4;7;0;4;7;0;Att
2024-25;Virgil Gordon;Aston Villa;38;20;1320;5;5;5;0;4;0;Dif
2024-25;Bukayo Salah;Everton;18;27;2187;1;2;1;0;10;0;Dif
2024-25;Raheem Foden;Newcastle;27;31;2914;12;4;12;0;3;0;Cen
2024-25;Gabriel Fernandes;Chelsea;26;28;1848;6;11;6;0;9;0;Cen
2024-25;James Foden;Fulham;31;38;3572;3;5;3;0;5;1;Dif
2024-25;Kyle Shaw;Watford;36;16;1488;14;8;14;0;0;0;Cen
2024-25;Jadon Odegaard;Aston Villa;40;17;1496;0;0;0;0;5;0;Por
2024-25;Richarlison De Bruyne;Brighton;28;29;2494;3;3;3;0;7;0;Dif
2024-25;John Moraes;Nottingham Forest;37;12;780;14;7;14;0;0;0;Cen
2024-25;Jack Gordon;Sheffield United;24;25;2200;8;8;8;0;8;0;Cen
2024-25;Jadon Kane;Southampton;22;5;445;0;12;0;0;0;0;Cen
2024-25;Kevin Salah;Newcastle;38;10;860;0;0;0;0;11;0;Por
2024-25;Ruben Gordon;Tottenham;31;28;1708;3;0;3;0;2;0;Dif
2024-25;Marcus White;Crystal Palace;32;28;2156;6;0;6;0;6;0;Dif
2024-25;Ruben Rashford;Nottingham Forest;19;30;1830;4;5;4;0;12;0;Dif
2024-25;Mason Martinez;Leicester;37;27;2538;15;14;11;4;9;0;Att
2024-25;Declan Rashford;Liverpool;26;35;3255;6;10;6;0;1;0;Cen
2024-25;Marcus Mount;Brentford;29;18;1620;21;15;21;0;4;0;Att
2024-25;Jordan Fernandes;Brighton;38;15;1350;6;3;6;0;11;0;Cen
2024-25;Richarlison Heung-min;Wolverhampton;30;22;1848;10;11;10;0;3;0;Cen
2024-25;Richarlison Kane;Everton;29;5;310;4;2;4;0;3;0;Dif
2024-25;Ben Saka;Southampton;22;27;2376;12;10;12;0;9;0;Cen
2024-25;Marcus van Dijk;Crystal Palace;31;28;1932;13;10;13;0;4;0;Cen
2024-25;James Walker;Bournemouth;29;8;680;0;4;0;0;3;0;Dif
2024-25;Mason Kane;Southampton;31;30;2310;12;9;12;0;10;0;Cen
2024-25;Anthony Sterling;Leicester;22;35;2240;14;14;14;0;9;0;Att
2024-25;Bukayo Jesus;Crystal Palace;38;24;1464;12;3;11;0;4;0;Cen
2024-25;Son Gordon;Southampton;38;18;1692;2;3;2;0;9;0;Dif
2024-25;Marcus Rice;Chelsea;18;31;2139;3;5;3;0;1;0;Dif
2024-25;Mohamed Shaw;Leeds;17;24;2280;7;5;7;0;9;0;Dif
2024-25;Phil Haaland;Brentford;35;20;1700;6;2;6;0;6;0;Dif
2024-25;Erling Anderson;Chelsea;37;0;0;19;1;19;0;9;0;Att
2024-25;Jack Walker;Nottingham Forest;31;27;2052;0;1;0;0;0;1;Por
2024-25;Ederson Alexander-Arnold;Luton Town;33;17;1258;4;3;4;0;8;0;Dif
2024-25;Martin Mount;Fulham;28;19;1482;4;1;4;0;3;0;Dif
2024-25;Son Stones;Chelsea;26;38;2736;3;5;3;0;12;0;Dif
2024-25;Ruben Becker;Liverpool;32;26;2470;0;12;0;1;9;0;Cen
2024-25;Bruno Haaland;Burnley;33;3;231;12;2;12;0;6;0;Cen
2024-25;Jadon Anderson;West Ham;34;10;830;1;11;0;1;4;0;Cen
2024-25;James Salah;Leicester;25;29;2436;0;15;0;1;6;0;Att
2024-25;John Moraes;Nottingham Forest;31;11;847;13;3;13;0;9;0;Cen
2024-25;Jordan Grealish;Bournemouth;21;15;1050;0;1;0;0;4;0;Dif
2024-25;Richarlison Fernandes;Luton Town;31;4;360;5;2;5;0;2;0;Dif
2024-25;Son Sterling;Everton;29;19;1178;3;2;3;0;9;0;Dif
2024-25;Emiliano Maddison;Burnley;39;15;960;29;9;29;0;11;0;Att
